,date,time,venue,attendance,duration,time_of_day,winner,winning_name,winning_abbr,losing_name,losing_abbr,away_at_bats,away_runs,away_hits,away_rbi,away_earned_runs,away_bases_on_balls,away_strikeouts,away_plate_appearances,away_batting_average,away_on_base_percentage,away_slugging_percentage,away_on_base_plus,away_pitches,away_strikes,away_win_probability_for_offensive_player,away_average_leverage_index,away_win_probability_added,away_win_probability_subtracted,away_base_out_runs_added,away_putouts,away_assists,away_innings_pitched,away_home_runs,away_strikes_by_contact,away_strikes_swinging,away_strikes_looking,away_grounded_balls,away_fly_balls,away_line_drives,away_unknown_bat_type,away_game_score,away_inherited_runners,away_inherited_score,away_win_probability_by_pitcher,away_base_out_runs_saved,home_at_bats,home_runs,home_hits,home_rbi,home_earned_runs,home_bases_on_balls,home_strikeouts,home_plate_appearances,home_batting_average,home_on_base_percentage,home_slugging_percentage,home_on_base_plus,home_pitches,home_strikes,home_win_probability_for_offensive_player,home_average_leverage_index,home_win_probability_added,home_win_probability_subtracted,home_base_out_runs_added,home_putouts,home_assists,home_innings_pitched,home_home_runs,home_strikes_by_contact,home_strikes_swinging,home_strikes_looking,home_grounded_balls,home_fly_balls,home_line_drives,home_unknown_bat_type,home_game_score,home_inherited_runners,home_inherited_score,home_win_probability_by_pitcher,home_base_out_runs_saved
HOU/HOU198705160,"Saturday, May 16, 1987",,Astrodome,34921,2:34,Day,Away,Chicago Cubs,CHC,Houston Astros,HOU,33,2,6,2,2.0,2,11,35,0.182,0.229,0.333,0.562,,,-0.192,1.89,0.427,-0.618,-2.4,27,13,9.0,0,,,,,,,,70,1,0,0.69,3.4,30,1,5,1,1.0,3,3,35,0.167,0.242,0.167,0.409,,,-0.692,0.92,0.517,-1.208,-3.4,27,9,9.0,1,,,,,,,,61,0,0,0.19,2.4
HOU/HOU198705170,"Sunday, May 17, 1987",,Astrodome,20678,2:41,Day,Away,Chicago Cubs,CHC,Houston Astros,HOU,32,6,7,5,6.0,3,6,35,0.219,0.286,0.688,0.973,,,0.28,1.07,0.5,-0.222,1.6,27,8,9.0,1,,,,,,,,52,4,2,0.22,0.4,33,4,8,4,3.0,4,8,37,0.242,0.324,0.394,0.718,,,-0.221,0.44,0.596,-0.815,-0.4,27,10,9.0,4,,,,,,,,30,0,0,-0.279,-1.6
PIT/PIT198705180,"Monday, May 18, 1987",,Three Rivers Stadium,4213,2:15,Night,Away,Houston Astros,HOU,Pittsburgh Pirates,PIT,33,4,7,4,4.0,3,6,36,0.212,0.278,0.394,0.672,,,0.144,0.94,0.552,-0.408,-0.5,27,8,9.0,0,,,,,,,,83,,,0.357,3.5,30,1,3,1,1.0,2,8,33,0.1,0.156,0.1,0.256,,,-0.358,0.75,0.302,-0.66,-3.5,27,13,9.0,1,,,,,,,,50,0,0,-0.144,0.5
PIT/PIT198705190,"Tuesday, May 19, 1987",,Three Rivers Stadium,6238,2:49,Night,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,32,2,7,2,2.0,7,5,39,0.219,0.359,0.375,0.734,,,-0.24,0.92,0.826,-1.065,-2.5,24,6,8.0,1,,,,,,,,46,4,2,-0.259,-1.0,31,5,7,5,3.38,3,7,36,0.226,0.306,0.355,0.66,,,0.259,1.41,0.674,-0.415,1.0,27,8,9.0,1,,,,,,,,53,2,0,0.241,2.5
PIT/PIT198705200,"Wednesday, May 20, 1987",,Three Rivers Stadium,14096,2:36,Night,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,32,3,6,3,3.0,3,10,35,0.188,0.257,0.375,0.632,,,-0.291,0.68,0.438,-0.732,-1.5,24,7,8.0,3,,,,,,,,39,0,0,-0.208,-1.0,33,5,9,5,5.62,3,8,37,0.273,0.351,0.545,0.897,,,0.207,0.98,0.657,-0.449,1.0,27,10,9.0,2,,,,,,,,55,0,0,0.292,1.5
HOU/HOU198705220,"Friday, May 22, 1987",,Astrodome,22533,3:21,Night,Away,St. Louis Cardinals,STL,Houston Astros,HOU,39,7,12,7,7.0,6,11,45,0.308,0.4,0.385,0.785,,,0.321,1.04,1.208,-0.887,2.6,27,9,9.0,1,,,,,,,,52,2,0,0.183,-0.6,35,5,10,4,5.0,3,1,40,0.286,0.342,0.514,0.856,,,-0.183,1.46,0.617,-0.799,0.6,27,8,9.0,0,,,,,,,,57,4,2,-0.319,-2.6
HOU/HOU198705230,"Saturday, May 23, 1987",,Astrodome,31443,2:55,Night,Away,St. Louis Cardinals,STL,Houston Astros,HOU,32,4,8,4,4.0,6,4,40,0.25,0.359,0.344,0.703,,,0.023,1.74,0.613,-0.59,-0.4,27,15,9.0,1,,,,,,,,41,2,0,0.476,1.4,32,3,10,3,3.0,2,4,35,0.312,0.343,0.5,0.843,,,-0.477,0.99,0.859,-1.336,-1.4,27,8,9.0,1,,,,,,,,33,3,0,-0.024,0.4
HOU/HOU198705240,"Sunday, May 24, 1987",,Astrodome,24591,2:29,Day,Away,St. Louis Cardinals,STL,Houston Astros,HOU,33,8,5,7,6.0,9,8,43,0.152,0.333,0.303,0.636,,,0.388,0.28,0.497,-0.11,3.6,27,12,9.0,0,,,,,,,,68,,,0.112,2.4,34,2,7,2,2.0,2,5,36,0.206,0.25,0.265,0.515,,,-0.111,0.45,0.086,-0.199,-2.4,27,13,9.0,1,,,,,,,,21,0,0,-0.389,-3.6
HOU/HOU198705250,"Monday, May 25, 1987",,Astrodome,9618,2:33,Night,Home,Houston Astros,HOU,Pittsburgh Pirates,PIT,30,2,4,2,2.0,1,3,31,0.133,0.161,0.2,0.361,,,-0.213,0.85,0.261,-0.474,-2.4,24,8,8.0,1,,,,,,,,40,0,0,-0.288,-3.1,29,7,8,6,7.88,8,5,38,0.276,0.421,0.483,0.904,,,0.288,0.74,0.741,-0.455,3.1,27,8,9.0,0,,,,,,,,73,,,0.213,2.4
HOU/HOU198705260,"Tuesday, May 26, 1987",,Astrodome,9632,3:03,Night,Home,Houston Astros,HOU,Pittsburgh Pirates,PIT,32,3,6,3,3.0,2,6,34,0.188,0.235,0.25,0.485,,,0.069,1.27,0.614,-0.545,-1.4,24,10,8.0,1,,,,,,,,52,6,5,-0.569,-6.1,32,10,11,10,10.12,11,6,45,0.344,0.5,0.563,1.063,,,0.568,0.94,1.211,-0.641,6.1,27,13,9.0,0,,,,,,,,54,0,0,-0.068,1.4
HOU/HOU198705270,"Wednesday, May 27, 1987",,Astrodome,14863,2:42,Night,Home,Houston Astros,HOU,Pittsburgh Pirates,PIT,27,2,3,2,2.0,3,12,32,0.111,0.2,0.111,0.311,,,-0.129,1.37,0.385,-0.514,-2.4,24,12,8.0,1,,,,,,,,53,0,0,-0.372,-3.1,40,7,16,7,7.88,4,6,44,0.4,0.455,0.575,1.03,,,0.372,0.99,1.236,-0.863,3.1,27,10,9.0,0,,,,,,,,64,0,0,0.129,2.4
SLN/SLN198705290,"Friday, May 29, 1987",,Busch Stadium II,48423,2:21,Night,Home,St. Louis Cardinals,STL,Houston Astros,HOU,28,2,4,2,2.0,5,3,33,0.143,0.273,0.286,0.558,,,-0.172,1.18,0.412,-0.583,-2.6,24,11,8.0,0,,,,,,,,55,1,0,-0.329,-3.9,31,8,9,8,9.0,6,4,39,0.29,0.421,0.419,0.84,,,0.329,0.84,0.987,-0.658,3.9,27,20,9.0,1,,,,,,,,46,0,0,0.171,2.6
SLN/SLN198705300,"Saturday, May 30, 1987",,Busch Stadium II,47663,2:27,Day,Home,St. Louis Cardinals,STL,Houston Astros,HOU,33,2,7,2,2.0,4,3,39,0.212,0.282,0.212,0.494,,,-0.522,0.86,0.514,-1.034,-2.6,24,14,8.0,0,,,,,,,,49,0,0,0.022,1.1,30,3,8,3,3.38,1,3,32,0.267,0.29,0.333,0.624,,,-0.02,1.42,0.527,-0.547,-1.1,27,9,9.0,0,,,,,,,,52,1,0,0.521,2.6
SLN/SLN198705310,"Sunday, May 31, 1987",,Busch Stadium II,40200,3:28,Day,Away,Houston Astros,HOU,St. Louis Cardinals,STL,41,8,15,7,4.0,5,6,47,0.366,0.426,0.512,0.938,,,0.369,1.79,0.948,-0.579,3.4,27,11,9.0,0,,,,,,,,43,9,5,0.132,-2.4,33,7,8,7,7.0,8,7,42,0.242,0.39,0.303,0.693,,,-0.132,0.86,1.311,-1.444,2.4,27,13,9.0,0,,,,,,,,38,6,1,-0.37,-3.4
CHN/CHN198706010,"Monday, June 1, 1987",,Wrigley Field,14556,3:36,Day,Away,Houston Astros,HOU,Chicago Cubs,CHC,36,6,8,6,5.4,7,11,45,0.222,0.341,0.417,0.758,,,0.279,1.69,1.181,-0.902,0.8,30,5,10.0,2,,,,,,,,63,1,1,0.221,0.2,37,5,8,5,4.5,3,7,41,0.216,0.275,0.378,0.653,,,-0.22,1.23,1.006,-1.229,-0.2,30,9,10.0,2,,,,,,,,45,0,0,-0.28,-0.8
CHN/CHN198706020,"Tuesday, June 2, 1987",,Wrigley Field,13891,2:47,Day,Home,Chicago Cubs,CHC,Houston Astros,HOU,30,2,5,2,2.0,3,10,34,0.167,0.242,0.333,0.576,,,-0.114,0.47,0.24,-0.354,-2.7,24,9,8.0,3,,,,,,,,26,1,1,-0.386,-8.8,40,13,18,13,11.25,4,4,47,0.45,0.5,0.775,1.275,,,0.387,0.48,0.59,-0.204,8.8,27,9,9.0,1,,,,,,,,72,0,0,0.113,2.7
CHN/CHN198706030,"Wednesday, June 3, 1987",,Wrigley Field,19725,3:22,Day,Home,Chicago Cubs,CHC,Houston Astros,HOU,35,7,9,7,7.0,7,5,43,0.257,0.395,0.486,0.881,,,0.139,0.25,0.278,-0.141,2.3,24,5,8.0,6,,,,,,,,2,0,0,-0.637,-17.8,44,22,21,21,24.75,9,6,54,0.477,0.556,0.955,1.51,,,0.638,0.23,0.685,-0.046,17.8,27,10,9.0,2,,,,,,,,22,0,0,-0.137,-2.3
HOU/HOU198706050,"Friday, June 5, 1987",,Astrodome,39250,2:22,Night,Home,Houston Astros,HOU,San Francisco Giants,SFG,30,1,3,0,1.0,3,15,33,0.1,0.182,0.1,0.282,,,-0.229,0.68,0.202,-0.43,-3.4,24,10,8.0,0,,,,,,,,28,2,1,-0.271,-2.1,31,6,11,6,5.62,4,8,37,0.355,0.417,0.419,0.836,,,0.271,0.65,0.595,-0.326,2.1,27,7,9.0,0,,,,,,,,81,0,0,0.23,3.4
HOU/HOU198706060,"Saturday, June 6, 1987",,Astrodome,28878,3:42,Night,Away,San Francisco Giants,SFG,Houston Astros,HOU,45,4,10,4,3.0,4,10,50,0.222,0.286,0.333,0.619,,,-0.016,1.86,1.264,-1.28,-1.8,36,11,12.0,0,,,,,,,,49,1,0,0.517,2.8,43,3,10,3,2.25,6,11,49,0.233,0.327,0.302,0.629,,,-0.519,1.48,1.321,-1.838,-2.8,36,15,12.0,1,,,,,,,,53,0,0,0.017,1.8
HOU/HOU198706070,"Sunday, June 7, 1987",,Astrodome,17234,2:26,Day,Home,Houston Astros,HOU,San Francisco Giants,SFG,32,0,6,0,0.0,0,14,33,0.188,0.212,0.188,0.4,,,-0.518,1.22,0.247,-0.764,-4.4,24,10,8.0,0,,,,,,,,61,0,0,0.017,0.9,30,3,5,2,1.12,2,5,34,0.167,0.212,0.167,0.379,,,-0.018,1.08,0.607,-0.626,-0.9,27,4,9.0,0,,,,,,,,79,2,0,0.518,4.4
HOU/HOU198706080,"Monday, June 8, 1987",,Astrodome,14756,2:42,Night,Away,San Diego Padres,SDP,Houston Astros,HOU,37,5,11,4,2.0,0,6,37,0.297,0.297,0.459,0.757,,,0.349,1.45,1.107,-0.756,0.6,27,10,9.0,0,,,,,,,,38,0,0,0.151,0.4,32,4,10,4,4.0,3,1,38,0.312,0.351,0.406,0.758,,,-0.15,1.21,0.783,-0.933,-0.4,27,13,9.0,1,,,,,,,,49,1,0,-0.349,-0.6
HOU/HOU198706090,"Tuesday, June 9, 1987",,Astrodome,11511,2:33,Night,Home,Houston Astros,HOU,San Diego Padres,SDP,29,0,4,0,0.0,5,7,36,0.138,0.265,0.138,0.403,,,-0.733,0.96,0.406,-1.137,-4.4,24,9,8.0,0,,,,,,,,64,0,0,0.233,2.9,26,1,2,1,1.12,4,2,31,0.077,0.2,0.077,0.277,,,-0.233,1.75,0.273,-0.507,-2.9,27,10,9.0,0,,,,,,,,71,2,0,0.732,4.4
HOU/HOU198706100,"Wednesday, June 10, 1987",,Astrodome,20276,2:46,Night,Home,Houston Astros,HOU,San Diego Padres,SDP,30,1,5,1,1.0,7,7,38,0.167,0.316,0.167,0.482,,,-0.2,0.6,0.39,-0.592,-3.4,24,17,8.0,2,,,,,,,,35,0,0,-0.299,-6.1,28,10,9,10,11.25,8,0,39,0.321,0.486,0.571,1.058,,,0.299,0.78,0.58,-0.28,6.1,27,7,9.0,0,,,,,,,,69,0,0,0.202,3.4
LAN/LAN198706110,"Thursday, June 11, 1987",,Dodger Stadium,32544,2:52,Night,Away,Houston Astros,HOU,Los Angeles Dodgers,LAD,33,1,7,1,1.0,5,6,39,0.212,0.316,0.273,0.589,,,-0.33,1.46,0.438,-0.769,-3.5,27,5,9.0,0,,,,,,,,63,1,0,0.83,4.5,29,0,4,0,0.0,4,6,35,0.138,0.242,0.138,0.38,,,-0.832,1.07,0.25,-1.081,-4.4,27,16,9.0,0,,,,,,,,70,,,0.331,3.5
LAN/LAN198706120,"Friday, June 12, 1987",,Dodger Stadium,35641,2:32,Night,Away,Houston Astros,HOU,Los Angeles Dodgers,LAD,34,5,8,5,5.0,3,6,37,0.235,0.297,0.324,0.621,,,0.003,0.87,0.601,-0.598,0.6,27,8,9.0,0,,,,,,,,78,1,0,0.497,3.5,31,1,6,0,0.0,0,11,31,0.194,0.194,0.226,0.419,,,-0.497,0.85,0.16,-0.657,-3.5,27,11,9.0,0,,,,,,,,47,1,1,-0.002,-0.6
LAN/LAN198706130,"Saturday, June 13, 1987",,Dodger Stadium,39070,2:19,Night,Home,Los Angeles Dodgers,LAD,Houston Astros,HOU,32,1,6,0,0.0,1,5,33,0.188,0.212,0.25,0.462,,,-0.332,0.4,0.203,-0.535,-3.4,24,13,8.0,2,,,,,,,,32,0,0,-0.169,-3.0,33,7,14,7,7.88,4,0,38,0.424,0.486,0.758,1.244,,,0.169,0.67,0.429,-0.259,3.0,27,12,9.0,0,,,,,,,,77,,,0.331,3.5
LAN/LAN198706140,"Sunday, June 14, 1987",,Dodger Stadium,36901,2:31,Day,Away,Houston Astros,HOU,Los Angeles Dodgers,LAD,37,4,11,4,4.0,2,6,40,0.297,0.333,0.297,0.631,,,0.125,0.74,0.708,-0.585,-0.4,27,5,9.0,1,,,,,,,,84,,,0.377,3.5,28,1,2,1,1.0,1,6,29,0.071,0.103,0.179,0.282,,,-0.378,0.95,0.15,-0.528,-3.5,27,9,9.0,0,,,,,,,,32,2,0,-0.124,0.4
HOU/HOU198706150,"Monday, June 15, 1987",,Astrodome,25672,2:42,Night,Home,Houston Astros,HOU,Cincinnati Reds,CIN,36,0,7,0,0.0,0,17,37,0.194,0.216,0.222,0.438,,,-0.531,0.9,0.385,-0.916,-4.4,24,7,8.0,1,,,,,,,,60,2,1,0.03,-0.1,30,4,7,4,3.38,4,4,35,0.233,0.314,0.4,0.714,,,-0.03,1.2,0.551,-0.583,0.1,27,4,9.0,0,,,,,,,,82,1,0,0.531,4.4
HOU/HOU198706160,"Tuesday, June 16, 1987",,Astrodome,21929,2:44,Night,Home,Houston Astros,HOU,Cincinnati Reds,CIN,31,1,5,0,1.0,1,10,33,0.161,0.188,0.194,0.381,,,-0.359,0.89,0.35,-0.71,-3.4,24,9,8.0,1,,,,,,,,42,0,0,-0.141,-0.1,35,4,11,4,4.5,1,9,37,0.314,0.324,0.486,0.81,,,0.143,1.07,0.667,-0.523,0.1,27,6,9.0,0,,,,,,,,76,0,0,0.359,3.4
HOU/HOU198706170,"Wednesday, June 17, 1987",,Astrodome,31236,2:49,Night,Away,Cincinnati Reds,CIN,Houston Astros,HOU,41,9,19,9,9.0,3,2,45,0.463,0.5,0.683,1.183,,,0.215,0.65,0.721,-0.506,4.6,27,8,9.0,0,,,,,,,,60,0,0,0.286,3.4,35,1,10,1,1.0,1,6,37,0.286,0.306,0.343,0.648,,,-0.285,0.73,0.179,-0.463,-3.4,27,16,9.0,1,,,,,,,,41,1,0,-0.214,-4.6
HOU/HOU198706180,"Thursday, June 18, 1987",,Astrodome,18719,3:41,Night,Away,Los Angeles Dodgers,LAD,Houston Astros,HOU,44,6,13,6,4.09,3,8,48,0.295,0.333,0.545,0.879,,,0.394,1.53,1.636,-1.242,0.7,33,11,11.0,1,,,,,,,,59,0,0,0.107,1.3,42,4,11,3,3.27,4,13,46,0.262,0.326,0.357,0.683,,,-0.106,1.63,1.177,-1.283,-1.3,33,17,11.0,2,,,,,,,,49,1,0,-0.393,-0.7
HOU/HOU198706190,"Friday, June 19, 1987",,Astrodome,29670,3:22,Night,Home,Houston Astros,HOU,Los Angeles Dodgers,LAD,41,2,9,1,0.82,2,4,43,0.22,0.256,0.244,0.5,,,-0.617,1.66,0.909,-1.528,-3.3,32,14,10.2,2,,,,,,,,77,4,1,0.117,2.1,35,3,7,3,2.53,3,15,41,0.2,0.256,0.371,0.628,,,-0.117,1.62,1.004,-1.122,-2.1,33,19,11.0,0,,,,,,,,61,0,0,0.617,3.3
HOU/HOU198706200,"Saturday, June 20, 1987",,Astrodome,40358,2:18,Day,Home,Houston Astros,HOU,Los Angeles Dodgers,LAD,30,2,3,2,2.0,1,9,31,0.1,0.129,0.2,0.329,,,-0.431,1.14,0.352,-0.783,-2.4,24,9,8.0,2,,,,,,,,55,0,0,-0.068,0.9,29,3,7,3,3.38,2,4,32,0.241,0.29,0.483,0.773,,,0.069,1.23,0.749,-0.683,-0.9,27,10,9.0,1,,,,,,,,81,,,0.432,2.4
HOU/HOU198706210,"Sunday, June 21, 1987",,Astrodome,31079,2:41,Day,Home,Houston Astros,HOU,Los Angeles Dodgers,LAD,32,1,8,1,1.0,1,3,33,0.25,0.273,0.25,0.523,,,-0.223,0.5,0.27,-0.493,-3.4,24,9,8.0,1,,,,,,,,38,0,0,-0.277,-2.1,30,6,6,2,3.38,5,10,35,0.2,0.314,0.333,0.648,,,0.276,0.7,0.48,-0.202,2.1,27,11,9.0,0,,,,,,,,65,0,0,0.223,3.4
SDN/SDN198706230,"Tuesday, June 23, 1987",,Jack Murphy Stadium,12722,2:10,Night,Home,San Diego Padres,SDP,Houston Astros,HOU,29,1,2,1,1.0,5,6,34,0.069,0.206,0.103,0.309,,,-0.317,0.47,0.203,-0.52,-3.4,24,9,8.0,0,,,,,,,,52,0,0,-0.182,-0.1,28,4,4,3,3.38,2,6,30,0.143,0.2,0.214,0.414,,,0.184,0.74,0.419,-0.235,0.1,27,8,9.0,0,,,,,,,,80,,,0.318,3.4
SDN/SDN198706240,"Wednesday, June 24, 1987",,Jack Murphy Stadium,17483,3:26,Night,Away,Houston Astros,HOU,San Diego Padres,SDP,43,12,16,12,7.0,2,6,45,0.372,0.4,0.465,0.865,,,0.76,1.1,1.43,-0.669,7.6,27,9,9.0,0,,,,,,,,31,3,1,-0.262,-2.6,39,7,13,6,6.0,4,11,45,0.333,0.386,0.385,0.771,,,0.26,1.1,0.973,-0.712,2.6,27,10,9.0,0,,,,,,,,39,5,5,-0.762,-7.6
SDN/SDN198706250,"Thursday, June 25, 1987",,Jack Murphy Stadium,15959,2:14,Day,Home,San Diego Padres,SDP,Houston Astros,HOU,33,1,6,1,1.0,1,7,34,0.182,0.206,0.273,0.479,,,-0.296,0.92,0.395,-0.692,-3.4,24,10,8.0,0,,,,,,,,55,0,0,-0.205,-0.1,27,4,7,4,4.5,3,8,31,0.259,0.333,0.259,0.593,,,0.205,0.93,0.675,-0.472,0.1,27,11,9.0,1,,,,,,,,65,2,0,0.295,3.4
SFN/SFN198706260,"Friday, June 26, 1987",,Candlestick Park,17110,3:04,Night,Away,Houston Astros,HOU,San Francisco Giants,SFG,36,9,13,9,9.0,3,6,41,0.361,0.4,0.75,1.15,,,0.469,1.52,0.851,-0.382,4.6,27,15,9.0,3,,,,,,,,51,3,1,0.03,-1.6,35,6,9,6,6.0,3,6,39,0.257,0.333,0.571,0.905,,,-0.032,0.71,1.003,-1.035,1.6,27,14,9.0,4,,,,,,,,35,0,0,-0.47,-4.6
SFN/SFN198706270,"Saturday, June 27, 1987",,Candlestick Park,34290,2:54,Day,Away,Houston Astros,HOU,San Francisco Giants,SFG,36,6,11,5,6.0,3,10,40,0.306,0.359,0.5,0.859,,,0.26,0.88,0.606,-0.346,1.6,27,6,9.0,4,,,,,,,,60,0,0,0.24,-0.6,34,5,6,5,5.0,1,7,35,0.176,0.2,0.559,0.759,,,-0.241,0.53,0.392,-0.633,0.6,27,7,9.0,1,,,,,,,,24,0,0,-0.258,-1.6
SFN/SFN198706280,"Sunday, June 28, 1987",,Candlestick Park,30742,2:46,Day,Home,San Francisco Giants,SFG,Houston Astros,HOU,33,4,7,4,4.0,1,9,34,0.212,0.235,0.485,0.72,,,0.091,0.88,0.515,-0.422,-0.4,24,3,8.0,2,,,,,,,,31,0,0,-0.592,-4.1,33,8,8,8,6.75,5,13,39,0.242,0.359,0.424,0.783,,,0.593,0.66,1.068,-0.475,4.1,27,12,9.0,3,,,,,,,,43,0,0,-0.092,0.4
CIN/CIN198706300,"Tuesday, June 30, 1987",,Riverfront Stadium,28693,2:56,Night,Home,Cincinnati Reds,CIN,Houston Astros,HOU,39,4,9,3,2.7,4,4,44,0.231,0.302,0.41,0.713,,,-0.389,1.32,0.807,-1.196,-1.2,29,10,9.2,1,,,,,,,,52,0,0,-0.11,-0.2,35,5,6,5,4.66,4,2,39,0.171,0.256,0.314,0.571,,,0.11,1.5,0.947,-0.837,0.2,30,11,10.0,2,,,,,,,,41,2,0,0.39,1.2
CIN/CIN198707010,"Wednesday, July 1, 1987",,Riverfront Stadium,23280,2:31,Night,Home,Cincinnati Reds,CIN,Houston Astros,HOU,32,4,6,4,4.0,1,7,34,0.188,0.206,0.469,0.675,,,-0.143,1.21,0.41,-0.554,-0.7,24,10,8.0,0,,,,,,,,39,5,4,-0.356,-1.8,34,6,12,5,5.62,3,2,37,0.353,0.405,0.441,0.847,,,0.354,0.85,0.963,-0.609,1.8,27,9,9.0,2,,,,,,,,43,0,0,0.144,0.7
PHI/PHI198707020,"Thursday, July 2, 1987",,Veterans Stadium,19213,3:01,Night,Away,Houston Astros,HOU,Philadelphia Phillies,PHI,36,7,12,7,7.0,4,8,42,0.333,0.415,0.583,0.998,,,0.663,1.14,1.596,-0.935,2.3,27,10,9.0,0,,,,,,,,27,2,0,-0.162,-1.3,36,6,8,5,5.0,3,10,39,0.222,0.282,0.361,0.643,,,0.16,1.31,0.958,-0.797,1.3,27,7,9.0,2,,,,,,,,31,2,0,-0.663,-2.3
PHI/PHI198707030,"Friday, July 3, 1987",,Veterans Stadium,56825,2:24,Night,Home,Philadelphia Phillies,PHI,Houston Astros,HOU,30,1,6,0,0.0,2,2,32,0.2,0.25,0.267,0.517,,,-0.647,1.0,0.327,-0.974,-3.7,24,5,8.0,0,,,,,,,,62,0,0,0.147,2.2,30,2,7,2,2.25,4,10,35,0.233,0.324,0.333,0.657,,,-0.148,1.28,0.466,-0.614,-2.2,27,22,9.0,0,,,,,,,,68,0,0,0.648,3.7
PHI/PHI198707040,"Saturday, July 4, 1987",,Veterans Stadium,20178,3:01,Day,Home,Philadelphia Phillies,PHI,Houston Astros,HOU,35,3,11,2,3.0,2,2,39,0.314,0.368,0.4,0.768,,,-0.164,0.88,0.577,-0.741,-1.7,24,8,8.0,3,,,,,,,,35,1,1,-0.338,-4.8,35,9,12,9,10.12,7,6,42,0.343,0.452,0.657,1.11,,,0.338,1.13,0.904,-0.567,4.8,27,11,9.0,0,,,,,,,,44,0,0,0.163,1.7
PHI/PHI198707050,"Sunday, July 5, 1987",,Veterans Stadium,30179,3:20,Day,Away,Houston Astros,HOU,Philadelphia Phillies,PHI,39,8,15,8,6.0,3,6,45,0.385,0.4,0.462,0.862,,,0.264,1.46,0.689,-0.425,3.3,27,11,9.0,0,,,,,,,,51,0,0,0.236,2.7,32,2,6,2,2.0,11,7,44,0.188,0.395,0.25,0.645,,,-0.237,0.72,0.897,-1.132,-2.7,27,7,9.0,0,,,,,,,,48,2,0,-0.264,-3.3
HOU/HOU198707060,"Monday, July 6, 1987",,Astrodome,17312,2:42,Night,Home,Houston Astros,HOU,Montreal Expos,MON,33,3,7,3,3.0,1,7,34,0.212,0.235,0.364,0.599,,,-0.055,0.58,0.245,-0.298,-1.4,24,8,8.0,1,,,,,,,,20,0,0,-0.447,-5.1,37,9,14,9,10.12,6,7,44,0.378,0.455,0.568,1.022,,,0.446,0.4,0.695,-0.244,5.1,27,12,9.0,1,,,,,,,,65,0,0,0.053,1.4
HOU/HOU198707070,"Tuesday, July 7, 1987",,Astrodome,18849,2:20,Night,Away,Montreal Expos,MON,Houston Astros,HOU,33,2,7,2,2.0,1,2,37,0.212,0.278,0.242,0.52,,,-0.115,1.19,0.442,-0.556,-2.4,27,8,9.0,0,,,,,,,,83,,,0.615,4.4,31,0,5,0,0.0,0,6,31,0.161,0.161,0.161,0.323,,,-0.616,0.85,0.229,-0.845,-4.4,27,12,9.0,0,,,,,,,,63,0,0,0.115,2.4
HOU/HOU198707080,"Wednesday, July 8, 1987",,Astrodome,17776,2:16,Night,Away,Montreal Expos,MON,Houston Astros,HOU,34,1,8,1,1.0,3,11,38,0.235,0.297,0.324,0.621,,,-0.326,1.7,0.389,-0.716,-3.4,27,8,9.0,0,,,,,,,,86,,,0.828,4.4,25,0,1,0,0.0,2,3,29,0.04,0.111,0.04,0.151,,,-0.826,0.91,0.239,-1.065,-4.4,27,10,9.0,0,,,,,,,,71,0,0,0.328,3.4
HOU/HOU198707090,"Thursday, July 9, 1987",,Astrodome,31121,2:35,Night,Home,Houston Astros,HOU,New York Mets,NYM,32,3,7,3,3.0,1,9,35,0.219,0.242,0.25,0.492,,,-0.088,0.86,0.873,-0.96,-1.4,26,9,8.2,1,,,,,,,,59,0,0,-0.413,0.3,34,4,7,3,2.08,2,5,38,0.206,0.263,0.294,0.557,,,0.412,1.67,0.917,-0.505,-0.3,27,6,9.0,0,,,,,,,,71,1,1,0.088,1.4
HOU/HOU198707100,"Friday, July 10, 1987",,Astrodome,42847,3:00,Night,Away,New York Mets,NYM,Houston Astros,HOU,39,7,14,6,6.0,3,7,43,0.359,0.405,0.641,1.046,,,0.286,0.78,0.738,-0.453,2.6,27,10,9.0,1,,,,,,,,63,3,0,0.216,1.4,34,3,6,1,2.0,4,6,38,0.176,0.263,0.265,0.528,,,-0.216,0.6,0.394,-0.609,-1.4,27,14,9.0,3,,,,,,,,27,1,1,-0.285,-2.6
HOU/HOU198707110,"Saturday, July 11, 1987",,Astrodome,37814,3:08,Night,Away,New York Mets,NYM,Houston Astros,HOU,35,9,9,7,6.0,6,14,43,0.257,0.357,0.543,0.9,,,0.487,1.25,0.856,-0.371,4.6,27,11,9.0,2,,,,,,,,29,5,0,0.015,-1.6,36,6,10,5,5.0,2,9,38,0.278,0.316,0.5,0.816,,,-0.017,0.6,0.834,-0.851,1.6,27,9,9.0,2,,,,,,,,41,1,0,-0.485,-4.6
HOU/HOU198707120,"Sunday, July 12, 1987",,Astrodome,33582,3:05,Day,Away,New York Mets,NYM,Houston Astros,HOU,35,5,8,4,4.0,8,9,43,0.229,0.372,0.343,0.715,,,0.102,1.72,0.705,-0.604,0.6,27,11,9.0,0,,,,,,,,64,2,0,0.399,2.4,33,2,7,2,2.0,3,8,37,0.212,0.278,0.303,0.581,,,-0.399,0.91,0.858,-1.258,-2.4,27,13,9.0,1,,,,,,,,57,2,2,-0.101,-0.6
